,title,genre,year,decade,runtime,rating,director,actor1,actor2,actor3,gross
4088,The Salton Sea,"Crime,Drama,Mystery,Thriller",2002,2000,103,7.2,D.J. Caruso,Adam Goldberg,Meat Loaf,Anthony LaPaglia,0.68
4089,The Santa Clause,"Comedy,Drama,Family,Fantasy",1994,1990,97,6.4,John Pasquin,Judge Reinhold,Eric Lloyd,Peter Boyle,144.83
4090,The Santa Clause 2,"Comedy,Family,Fantasy",2002,2000,104,5.5,Michael Lembeck,Judge Reinhold,Aisha Tyler,Eric Lloyd,139.23
4091,The Savages,"Comedy,Drama",2007,2000,114,7.2,Tamara Jenkins,Philip Seymour Hoffman,David Zayas,Gbenga Akinnagbe,6.61
4092,The Scarlet Letter,"Drama,Romance",1995,1990,135,5.1,Roland Joffé,Gary Oldman,Robert Duvall,Demi Moore,10.4
4093,The Science of Sleep,Drama,2006,2000,105,7.3,Michel Gondry,Gael Garcia Bernal,Miou Miou,Charlotte Gainsbourg,
4094,The Scorch Trials,"Action,Sci-Fi,Thriller",2015,2010,132,6.4,Wes Ball,Ki Hong Lee,Lili Taylor,Rosa Salazar,81.69
4095,The Score,"Crime,Drama,Thriller",2001,2000,124,6.8,Frank Oz,Robert De Niro,Marlon Brando,Gary Farmer,71.07
4096,The Scorpion King,"Action,Adventure,Fantasy,Thriller",2002,2000,100,5.5,Chuck Russell,Dwayne Johnson,Roger Rees,Bernard Hill,90.34
4097,The Sea Inside,"Biography,Drama,Romance",2004,2000,125,8.1,Alejandro Amenábar,Belén Rueda,Lola Dueñas,Tamar Novas,2.09
4098,The Sea of Trees,Drama,2015,2010,110,5.9,Gus Van Sant,Matthew McConaughey, Naomi Watts, Ken Watanabe,0.02
4099,The Second Best Exotic Marigold Hotel,"Comedy,Drama",2015,2010,122,6.6,John Madden,Tina Desai,Celia Imrie,Ronald Pickup,33.07
4100,The Second Mother,"Comedy,Drama",2015,2010,112,7.9,Anna Muylaert,Alex Huszar,Regina Casé,Luis Miranda,0.38
4101,The Secret Garden,Drama,1993,1990,101,7.3,Agnieszka Holland,Kate Maberly,Maggie Smith,Heydon Prowse,
4102,The Secret Life of Bees,Drama,2008,2000,110,7.3,Gina Prince-Bythewood,Nate Parker,Alicia Keys,Jennifer Hudson,37.77
4103,The Secret Life of Pets,"Animation,Adventure,Comedy",2016,2010,87,6.6,Chris Renaud,Louis C.K., Eric Stonestreet, Kevin Hart,368.31
4104,The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",2013,2010,114,7.3,Ben Stiller,Ben Stiller, Kristen Wiig, Jon Daly,58.23
4105,The Secret Life of Words,"ArtHouse,International",2006,2000,115,7.5,Isabel Coixet,Sarah Polley,Tim Robbins,Javier Camara,
4106,The Secret in Their Eyes,"Drama,Mystery,Thriller",2009,2000,129,8.2,Juan José Campanella,Ricardo Darín,Soledad Villamil,Guillermo Francella,20.17
4107,The Secret of Kells,"Adventure,Animation,Family,Fantasy",2009,2000,75,7.7,Tomm Moore,Sean Lennon,Mick Lally,Evan McGuire,0.69
4108,The Sentinel,"Action,Crime,Thriller",2006,2000,107,6.1,Clark Johnson,Blair Brown,David Rasche,Martin Donovan,36.28
4109,The Sessions,"Biography,Comedy,Drama,Romance",2012,2010,95,7.2,Ben Lewin,W. Earl Brown,Adam Arkin,Rhea Perlman,6.0
4110,The Seventh Sign,"Drama, Horror, SciFi",1988,1980,97,5.0,Carl Schultz,Demi Moore,Michael Biehn,Jrgen Prochnow,
4111,The Shadow,"Action,Adventure,Crime,Fantasy,Mystery,Thriller",1994,1990,93,6.0,Russell Mulcahy,Jonathan Winters,Peter Boyle,John Kapelos,32.06
4112,The Shaggy D.A.,Comedy,1976,1970,91,5.7,Robert Stevenson,Dean Jones,Keenan Wynn,Tim Conway,
4113,The Shaggy Dog,"Comedy,Family,Fantasy",2006,2000,98,4.4,Brian Robbins,Robert Downey Jr.,Joel David Moore,Kristin Davis,61.11
4114,The Shallows,"Drama,Horror,Thriller",2016,2010,86,6.4,Jaume Collet-Serra,Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo,55.12
4115,The Shawshank Redemption,"Crime,Drama",1994,1990,142,9.3,Frank Darabont,Morgan Freeman,Jeffrey DeMunn,Bob Gunton,28.34
4116,The Shipping News,Drama,2001,2000,111,6.8,Lasse Hallström,Kevin Spacey,Scott Glenn,Jason Behr,11.41
4117,The Siege,"Action,Thriller",1998,1990,116,6.3,Edward Zwick,Denzel Washington,Bruce Willis,Mark Valley,40.93
4118,The Silence of the Lambs,"Crime,Drama,Horror,Thriller",1991,1990,138,8.6,Jonathan Demme,Anthony Hopkins,Scott Glenn,Anthony Heald,130.73
4119,The Simpsons Movie,"Adventure,Animation,Comedy",2007,2000,87,7.4,David Silverman,Albert Brooks,Yeardley Smith,Marcia Wallace,183.13
4120,The Singing Detective,"Comedy,Crime,Musical,Mystery",2003,2000,109,5.6,Keith Gordon,Robert Downey Jr.,Robin Wright,Alfre Woodard,0.34
4121,The Singles Ward,"Comedy,Drama,Romance",2002,2000,102,6.4,Kurt Hale,Kirby Heyborne,Lincoln Hoppe,Daryn Tufts,1.25
4122,The Sisterhood of the Traveling Pants,"Comedy,Drama,Family,Romance",2005,2000,119,6.6,Ken Kwapis,Mike Vogel,America Ferrera,Kyle Schmid,39.01
4123,The Sisterhood of the Traveling Pants 2,"Comedy,Drama,Family,Romance",2008,2000,119,6.2,Sanaa Hamri,America Ferrera,Blythe Danner,Michael Rady,44.09
4124,The Sitter,Comedy,2011,2010,87,5.7,David Gordon Green,Ari Graynor,J.B. Smoove,Kylie Bunbury,30.54
4125,The Sixth Sense,"Drama,Mystery,Thriller",1999,1990,107,8.1,M. Night Shyamalan,Bruce Willis,Haley Joel Osment,Olivia Williams,293.5
4126,The Skeleton Key,"Horror,Mystery,Thriller",2005,2000,104,6.5,Iain Softley,Gena Rowlands,Deneen Tyler,Joy Bryant,47.81
4127,The Skeleton Twins,"Comedy,Drama",2014,2010,93,6.8,Craig Johnson,Ty Burrell,Boyd Holbrook,Kathleen Rose Perkins,5.28
4128,The Skin I Live In,"Drama,Thriller",2011,2010,120,7.6,Pedro Almodóvar,Antonio Banderas, Elena Anaya, Jan Cornet,3.19
4129,The Skulls,"Action,Crime,Drama,Thriller",2000,2000,106,5.6,Rob Cohen,Paul Walker,Leslie Bibb,William Petersen,35.01
4130,The Slaughter Rule,"Drama,Sport",2002,2000,112,6.1,Alex Smith,Ryan Gosling,Clea DuVall,Eddie Spears,0.01
4131,The Slumber Party Massacre,Horror,1982,1980,77,5.7,Amy Holden Jones,Michele Michaels,Robin Stille,Michael Villela,
4132,The Smurfs,"Adventure,Animation,Comedy,Family,Fantasy",2011,2010,103,5.5,Raja Gosnell,Mahadeo Shivraj,Tim Gunn,Madison McKinley,142.61
4133,The Smurfs 2,"Adventure,Animation,Comedy,Family,Fantasy",2013,2010,105,5.4,Raja Gosnell,Jacob Tremblay,Nancy O'Dell,Vanessa Matsui,71.02
4134,The Snowtown Murders,Drama,2012,2010,119,6.6,Justin Kurzel,Lucas Pittaway,Daniel Henshall,Louise Harris,
4135,The Social Network,"Biography,Drama",2010,2010,120,7.7,David Fincher,Jesse Eisenberg, Andrew Garfield, Justin Timberlake,96.92
4136,The Soloist,"Biography,Drama,Music",2009,2000,117,6.7,Joe Wright,Robert Downey Jr.,Stephen Root,Rachael Harris,31.67
4137,The Son of No One,"Crime,Drama,Thriller",2011,2010,90,5.1,Dito Montiel,Channing Tatum,Al Pacino,Tracy Morgan,0.03
4138,The Sorcerer's Apprentice,"Action,Adventure,Family,Fantasy",2010,2010,109,6.1,Jon Turteltaub,Nicolas Cage,Omar Benson Miller,Robert Capron,63.14
4139,The Sound of Music,"Biography,Drama,Family,Musical,Romance",1965,1920-1960,174,8.0,Robert Wise,Eleanor Parker,Angela Cartwright,Nicholas Hammond,163.21
4140,The Spanish Prisoner,"Drama,Mystery,Thriller",1997,1990,110,7.3,David Mamet,Ben Gazzara,Felicity Huffman,Campbell Scott,10.2
4141,The Specialist,"Action,Crime,Drama,Romance,Thriller",1994,1990,110,5.4,Luis Llosa,Sylvester Stallone,Rod Steiger,Emilio Estefan Jr.,57.36
4142,The Specials,"Action,Comedy,Fantasy,Sci-Fi",2000,2000,82,6.0,Craig Mazin,Judy Greer,James Gunn,Jamie Kennedy,0.01
4143,The Spectacular Now,"Comedy,Drama,Romance",2013,2010,95,7.1,James Ponsoldt,Miles Teller, Shailene Woodley, Kyle Chandler,6.85
4144,The Spiderwick Chronicles,"Adventure,Family,Fantasy",2008,2000,107,6.6,Mark Waters,Martin Short,Tod Fennell,Joan Plowright,71.15
4145,The Spirit,"Action,Crime,Fantasy,Thriller",2008,2000,103,4.8,Frank Miller,Scarlett Johansson,Jaime King,Louis Lombardi,19.78
4146,The SpongeBob Movie: Sponge Out of Water,"Adventure,Animation,Comedy,Family,Fantasy",2015,2010,92,6.0,Paul Tibbitt,Tim Conway,Billy West,Eddie Deezen,162.5
4147,The SpongeBob SquarePants Movie,"Adventure,Animation,Comedy,Family,Fantasy",2004,2000,87,7.0,Stephen Hillenburg,Scarlett Johansson,Bill Fagerbakke,Rodger Bumpass,85.42
4148,The Spongebob Squarepants Movie,Animation,2004,2000,87,7.0,Sherm Cohen,Bill Fagerbakke,Mr. Lawrence,Carolyn Lawrence,
4149,The Spy Next Door,"Action,Comedy,Family",2010,2010,94,5.4,Brian Levant,Madeline Carroll,Amber Valletta,George Lopez,24.27
4150,The Spy Who Loved Me,"Action,Adventure,Sci-Fi,Thriller",1977,1970,123,7.1,Lewis Gilbert,Caroline Munro,Desmond Llewelyn,Barbara Bach,46.8
4151,The Squeeze,"Action,Adventure",1987,1980,101,4.5,Roger Young,Michael Keaton,Rae Dawn Chong,Meat Loaf,
4152,The Squid and the Whale,"Comedy,Drama",2005,2000,88,7.4,Noah Baumbach,William Baldwin,Elizabeth Meriwether,Owen Kline,7.36
4153,The Stanford Prison Experiment,"Biography,Drama,History",2015,2010,122,6.9,Kyle Patrick Alvarez,Ezra Miller, Tye Sheridan, Billy Crudup,0.64
4154,The Statement,"Drama,Thriller",2003,2000,120,6.2,Norman Jewison,Charlotte Rampling,Colin Salmon,John Neville,0.76
4155,The Station Agent,"Comedy,Drama",2003,2000,89,7.7,Tom McCarthy,Peter Dinklage,Joe Lo Truglio,Paula Garcés,5.74
4156,The Stepfather,"Crime,Thriller",2009,2000,101,5.6,Nelson McCormick,Sela Ward,Paige Turco,Skyler Samuels,29.06
4157,The Stepford Wives,"Comedy,Sci-Fi,Thriller",2004,2000,93,5.2,Frank Oz,Jon Lovitz,Matthew Broderick,Roger Bart,59.48
4158,The Sticky Fingers of Time,Sci-Fi,1997,1990,81,6.3,Hilary Brougher,James Urbaniak,Samantha Buck,Terumi Matthews,0.02
4159,The Sting,"Comedy,Crime,Drama",1973,1970,129,8.3,George Roy Hill,Eileen Brennan,Robert Shaw,Ray Walston,159.6
4160,The Story Of Luke,Drama,2013,2010,96,7.3,Alonso Mayo,Lou Taylor Pucci,Seth Green,Cary Elwes,
4161,The Story of Us,"Comedy,Drama,Romance",1999,1990,95,5.9,Rob Reiner,Bruce Willis,Tim Matheson,Rita Wilson,27.07
4162,The Straight Story,"Biography,Drama",1999,1990,112,8.0,David Lynch,Sissy Spacek,Richard Farnsworth,Everett McGill,6.2
4163,The Strangers,"Horror,Mystery,Thriller",2008,2000,86,6.2,Bryan Bertino,Scott Speedman, Liv Tyler, Gemma Ward,52.53
4164,The Stupids,Comedy,1996,1990,94,4.1,John Landis,Tom Arnold,Jessica Lundy,Bug Hall,
4165,The Sum of All Fears,"Action,Drama,Thriller",2002,2000,124,6.4,Phil Alden Robinson,Morgan Freeman,Bruce McGill,Philip Baker Hall,118.47
4166,The Sure Thing,Comedy,1985,1980,100,7.0,Rob Reiner,John Cusack,Daphne Zuniga,Anthony Edwards,
4167,The Sweeney,"Action,Crime,Drama",2012,2010,112,6.1,Nick Love,Hayley Atwell,Ray Winstone,Alan Ford,0.03
4168,The Sweet Hereafter,Drama,1997,1990,112,7.7,Atom Egoyan,Bruce Greenwood,Sarah Polley,Simon Baker,4.31
4169,The Sweetest Thing,"Comedy,Romance",2002,2000,90,5.1,Roger Kumble,Judith Chapman,Lillian Adams,Chelsea Bond,24.43
4170,The Swindle,"Comedy,Crime,Thriller",1997,1990,101,6.6,Claude Chabrol,Isabelle Huppert,François Cluzet,Michel Serrault,0.23
4171,The Switch,"Comedy,Drama,Romance",2010,2010,101,6.1,Josh Gordon,Caroline Dhavernas,Scott Elrod,Kelli Barrett,27.76
4172,The Tailor of Panama,"Drama,Thriller",2001,2000,109,6.1,John Boorman,Daniel Radcliffe,Jamie Lee Curtis,Mark Margolis,13.49
4173,The Take,Drama,2007,2000,96,5.8,Brad Furman,John Leguizamo,Tyrese Gibson,Rosie Perez,
4174,The Taking of Pelham 1 2 3,"Action,Crime,Thriller",2009,2000,106,6.4,Tony Scott,Denzel Washington,Ramon Rodriguez,Michael Rispoli,65.45
4175,The Tale of Despereaux,"Adventure,Animation,Comedy,Family,Fantasy",2008,2000,93,6.1,Sam Fell,Emma Watson,Matthew Broderick,Frank Langella,50.82
4176,The Talented Mr. Ripley,"Crime,Drama,Thriller",1999,1990,139,7.3,Anthony Minghella,Philip Seymour Hoffman,Matt Damon,Jack Davenport,81.29
4177,The Tempest,"Comedy,Drama,Fantasy,Romance",2010,2010,110,5.4,Julie Taymor,Djimon Hounsou,Reeve Carney,Tom Conti,0.26
4178,The Ten,"Comedy,Romance",2007,2000,96,5.0,David Wain,Jon Hamm,Ken Marino,Ron Silver,0.77
4179,The Terminal,"Comedy,Drama",2004,2000,128,7.3,Steven Spielberg,Tom Hanks,Chi McBride,Barry Shabaka Henley,77.03
4180,The Terminator,"Action,Sci-Fi",1984,1980,107,8.1,James Cameron,Michael Biehn,Brian Thompson,Paul Winfield,38.4
4181,The Texas Chain Saw Massacre,"Horror,Thriller",1974,1970,88,7.5,Tobe Hooper,Gunnar Hansen,Edwin Neal,Marilyn Burns,30.86
4182,The Texas Chainsaw Massacre 2,"Comedy,Horror",1986,1980,101,5.5,Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,8.03
4183,The Texas Chainsaw Massacre: The Beginning,Horror,2006,2000,83,5.9,Jonathan Liebesman,Matt Bomer,Jordana Brewster,Lew Temple,39.51
4184,The Theory of Everything,"Biography,Drama,Romance",2014,2010,123,7.7,James Marsh,Eddie Redmayne, Felicity Jones, Tom Prior,35.89
4185,The Thin Blue Line,Documentary,1988,1980,103,8.1,Errol Morris,Derek Horton,Ron Thornhill,Marianne Leone,
4186,The Thin Red Line,"Drama,War",1998,1990,215,7.6,Terrence Malick,Nick Stahl,Miranda Otto,Dash Mihok,36.39
4187,The Thing,"Horror,Mystery,Sci-Fi",1982,1980,109,8.2,John Carpenter,Wilford Brimley,Richard Masur,David Clennon,13.78
4188,The Thirteenth Floor,"Mystery,Sci-Fi,Thriller",1999,1990,100,7.0,Josef Rusnak,Gretchen Mol,Craig Bierko,Brad William Henke,15.5
4189,The Thomas Crown Affair,"Crime,Romance,Thriller",1999,1990,113,6.8,John McTiernan,Mark Margolis,Faye Dunaway,Denis Leary,69.3
4190,The Three Musketeers,"Action,Adventure,Romance",2011,2010,110,5.8,Paul W.S. Anderson,Logan Lerman, Matthew Macfadyen, Ray Stevenson,20.32
4191,The Three Stooges,Comedy,2012,2010,92,5.1,Bobby Farrelly,Kate Upton,Larry David,Sean Hayes,44.33
4192,The Tigger Movie,"Animation,Comedy,Drama,Family,Musical",2000,2000,77,6.3,Jun Falkenstein,Kath Soucie,John Fiedler,Ken Sansom,45.54
4193,The Tillman Story,Documentary,2010,2010,94,7.8,Amir Bar-Lev,Josh Brolin,Dannie Tillman,Richard Tillman,
4194,The Time Machine,"Action,Adventure,Sci-Fi",2002,2000,96,5.9,Simon Wells,Mark Addy,Alan Young,Josh Stamberg,56.68
4195,The Time Traveler's Wife,"Drama,Fantasy,Romance,Sci-Fi",2009,2000,107,7.1,Robert Schwentke,Arliss Howard,Brooklynn Proulx,Michelle Nolden,63.41
4196,The To Do List,"Comedy,Romance",2013,2010,104,5.8,Maggie Carey,Donald Glover,Alia Shawkat,Scott Porter,3.45
4197,The Tortured,"Mystery,Suspense",2012,2010,79,5.5,Robert Lieberman,Erika Christensen,Jesse Metcalfe,Bill Moseley,
4198,The Tourist,"Action,Romance,Thriller",2010,2010,103,6.0,Florian Henckel von Donnersmarck,Johnny Depp,Angelina Jolie Pitt,Rufus Sewell,67.63
4199,The Town,"Crime,Drama,Thriller",2010,2010,125,7.6,Ben Affleck,Ben Affleck, Rebecca Hall, Jon Hamm,92.17
4200,The Toxic Avenger Part II,"Action,Comedy,Horror,Sci-Fi",1989,1980,96,5.1,Michael Herz,Phoebe Legere,Jessica Dublin,Lisa Gaye,0.79
4201,The Transporter,"Action,Crime,Thriller",2002,2000,92,6.8,Louis Leterrier,Jason Statham,Qi Shu,Matt Schulze,25.3
4202,The Transporter Refueled,"Action,Crime,Thriller",2015,2010,96,5.1,Camille Delamarre,Ed Skrein,Noémie Lenoir,Radivoje Bukvic,16.03
4203,The Tree of Life,"Drama,Fantasy",2011,2010,139,6.8,Terrence Malick,Brad Pitt, Sean Penn, Jessica Chastain,13.3
4204,The Trials of Darryl Hunt,"Crime,Documentary",2006,2000,106,7.7,Ricki Stern,Darryl Hunt,Evelyn Jefferson,John Reeves,0.0
4205,The Trip,"ArtHouse,International",2011,2010,112,7.0,Michael Winterbottom,Steve Coogan,Rob Brydon,Claire Keelan,
4206,The Triplets of Belleville,"Animation,Comedy,Drama",2003,2000,80,7.8,Sylvain Chomet,Michel Robin,Charles Linton,Béatrice Bonifassi,7.0
4207,The Truman Show,"Comedy,Drama,Sci-Fi",1998,1990,103,8.1,Peter Weir,Natascha McElhone,Noah Emmerich,Peter Krause,125.6
4208,The Tuxedo,"Action,Comedy,Sci-Fi",2002,2000,98,5.3,Kevin Donovan,Romany Malco,Debi Mazar,Ritchie Coster,50.19
4209,The Twilight Saga: Breaking Dawn - Part 1,"Adventure,Drama,Fantasy",2011,2010,117,4.9,Bill Condon,Kristen Stewart, Robert Pattinson, Taylor Lautner,281.28
4210,The Twilight Saga: Breaking Dawn - Part 2,"Adventure,Drama,Fantasy",2012,2010,115,5.5,Bill Condon,Kristen Stewart, Robert Pattinson, Taylor Lautner,292.3
4211,The Twilight Saga: Eclipse,"Adventure,Drama,Fantasy",2010,2010,124,4.9,David Slade,Kristen Stewart, Robert Pattinson, Taylor Lautner,300.52
4212,The Twilight Saga: New Moon,"Adventure,Drama,Fantasy,Romance",2009,2000,130,4.6,Chris Weitz,Robert Pattinson,Kristen Stewart,Taylor Lautner,296.62
4213,The Ugly Truth,"Comedy,Romance",2009,2000,96,6.5,Robert Luketic,Katherine Heigl, Gerard Butler, Bree Turner,88.92
4214,The Ultimate Gift,"Drama,Family,Romance",2006,2000,114,7.4,Michael O. Sajbel,Bill Cobbs,Drew Fuller,Mircea Monroe,3.42
4215,The Unbelievable Truth,Drama,1990,1990,90,7.5,Hal Hartley,Adrienne Shelly,Robert John Burke,Chris Cooke,
4216,The Unborn,"Drama,Fantasy,Horror,Mystery,Thriller",2009,2000,89,4.8,David S. Goyer,Gary Oldman,Atticus Shaffer,Rachel Brosnahan,42.64
4217,The Untouchables,"Crime,Drama,Thriller",1987,1980,119,7.9,Brian De Palma,Robert De Niro,Billy Drago,Charles Martin Smith,76.27
4218,The Upside of Anger,"Comedy,Drama",2005,2000,118,6.9,Mike Binder,Alicia Witt,Erika Christensen,Joan Allen,18.76
4219,The Usual Suspects,"Crime,Drama,Mystery,Thriller",1995,1990,106,8.6,Bryan Singer,Kevin Spacey,Chazz Palminteri,Kevin Pollak,23.27
4220,The VVitch: A New-England Folktale,"Horror,Mystery",2015,2010,92,6.8,Robert Eggers,Anya Taylor-Joy, Ralph Ineson, Kate Dickie,25.14
4221,The Vatican Tapes,"Horror,Thriller",2015,2010,91,4.5,Mark Neveldine,Djimon Hounsou,Alison Lohman,Dougray Scott,1.71
4222,The Verdict,Drama,1982,1980,129,7.8,Sidney Lumet,Charlotte Rampling,James Mason,Jack Warden,54.0
4223,The Village,"Drama,Mystery,Romance,Thriller",2004,2000,108,6.5,M. Night Shyamalan,Bryce Dallas Howard,Judy Greer,William Hurt,114.2
4224,The Virgin Suicides,"Drama,Romance",1999,1990,90,7.2,Sofia Coppola,Kirsten Dunst,Kathleen Turner,Scott Glenn,4.86
4225,The Virginity Hit,Comedy,2010,2010,86,4.6,Huck Botko,Matt Bennett,Krysta Rodriguez,Zack Pearlman,0.54
4226,The Visit,"Comedy,Horror,Thriller",2015,2010,94,6.2,M. Night Shyamalan,Olivia DeJonge, Ed Oxenbould, Deanna Dunagan,65.07
4227,The Visual Bible: The Gospel of John,"Biography,Drama,History",2003,2000,125,7.7,Philip Saville,Henry Ian Cusick,Alan Van Sprang,Scott Handy,4.07
4228,The Void,"Horror,Mystery,Sci-Fi",2016,2010,90,5.8,Jeremy Gillespie,Aaron Poole, Kenneth Welsh,Daniel Fathers,0.15
4229,The Vow,"Drama,Romance",2012,2010,104,6.8,Michael Sucsy,Channing Tatum,Lucas Bryant,Dillon Casey,125.01
4230,The Wackness,"Comedy,Drama,Romance",2008,2000,99,7.0,Jonathan Levine,Mary-Kate Olsen,Aaron Yoo,Method Man,2.08
4231,The Wailing,"Fantasy,Horror,Mystery,Thriller",2016,2010,156,7.7,Hong-jin Na,Jung-min Hwang,Jun Kunimura,Woo-hee Chun,0.77
4232,The Walk,"Adventure,Biography,Crime",2015,2010,123,7.3,Robert Zemeckis,Joseph Gordon-Levitt, Charlotte Le Bon,Guillaume Baillargeon,10.14
4233,The Warlords,"Action,Drama,History,Romance,War",2007,2000,113,7.1,Peter Ho-Sun Chan,Jet Li,Takeshi Kaneshiro,Andy Lau,0.13
4234,The Warrior's Way,"Action,Fantasy,Western",2010,2010,100,6.3,Sngmoo Lee,Tony Cox,Dong-gun Jang,Jed Brophy,5.66
4235,The Wash,Comedy,2001,2000,93,4.6,DJ Pooh,Angell Conwell,Dr. Dre,DJ Pooh,10.1
4236,The Watch,"Action,Comedy,Sci-Fi",2012,2010,102,5.7,Akiva Schaffer,Will Forte,Nicholas Braun,Rosemarie DeWitt,34.35
4237,The Watcher,"Crime,Horror,Mystery,Thriller",2000,2000,97,5.3,Joe Charbanic,Keanu Reeves,Joseph Sikora,Chris Ellis,28.93
4238,The Water Diviner,"Drama,War",2014,2010,111,7.1,Russell Crowe,Cem Yilmaz,Ryan Corr,Steve Bastoni,4.19
4239,The Waterboy,"Comedy,Sport",1998,1990,90,6.1,Frank Coraci,Adam Sandler,Clint Howard,Peter Dante,161.49
4240,The Way Way Back,"Comedy,Drama",2013,2010,103,7.4,Nat Faxon,Steve Carell,Liam James,Jim Rash,21.5
4241,The Way of the Gun,"Action,Crime,Drama,Thriller",2000,2000,119,6.7,Christopher McQuarrie,Kristin Lehman,Nicky Katt,Dylan Kussman,6.05
4242,The Weather Man,"Comedy,Drama",2005,2000,102,6.6,Gore Verbinski,Nicolas Cage,Hope Davis,Michael Rispoli,12.47
4243,The Wedding Banquet (Xi yan),Drama,1993,1990,106,7.6,Ang Lee,Winston Chao,May Chin,Mitchell Lichtenstein,
4244,The Wedding Date,"Comedy,Romance",2005,2000,90,6.1,Clare Kilner,Jack Davenport,Debra Messing,Holland Taylor,31.59
4245,The Wedding Planner,"Comedy,Romance",2001,2000,103,5.2,Adam Shankman,Matthew McConaughey,Judy Greer,Alex Rocco,60.4
4246,The Wendell Baker Story,"Comedy,Drama,Romance",2005,2000,99,5.5,Andrew Wilson,Will Ferrell,Eddie Griffin,Jacob Vargas,0.13
4247,The White Countess,"Drama,History,Romance,War",2005,2000,135,6.7,James Ivory,Vanessa Redgrave,Natasha Richardson,Lynn Redgrave,1.67
4248,The White Ribbon,"Drama,Mystery",2009,2000,144,7.8,Michael Haneke,Ulrich Tukur,Burghart Klaußner,Leonie Benesch,2.22
4249,The Whole Nine Yards,"Comedy,Crime",2000,2000,98,6.7,Jonathan Lynn,Bruce Willis,Matthew Perry,Natasha Henstridge,57.26
4250,The Whole Ten Yards,"Comedy,Crime,Thriller",2004,2000,98,5.5,Howard Deutch,Bruce Willis,Matthew Perry,Natasha Henstridge,16.32
4251,The Whole Wide World,Drama,1996,1990,111,7.3,Dan Ireland,Vincent D'Onofrio,Renee Zellweger,Ann Wedgeworth,
4252,The Widow of Saint-Pierre,"Drama,Romance",2000,2000,112,7.3,Patrice Leconte,Emir Kusturica,Daniel Auteuil,Yves Jacques,3.06
4253,The Wild Geese,Drama,1978,1970,134,6.8,Andrew V. McLaglen,Richard Burton,Richard Harris,Roger Moore,
4254,The Wild Thornberrys Movie,"Adventure,Animation,Comedy,Family,Fantasy",2002,2000,85,5.2,Cathy Malkasian,Alfre Woodard,Flea,Cree Summer,39.88
4255,The Wind That Shakes the Barley,"Drama,War",2006,2000,127,7.5,Ken Loach,Padraic Delaney,Orla Fitzgerald,Martin Lucey,1.83
4256,The Witch,"Horror,Mystery",2015,2010,92,6.8,Robert Eggers,Julian Richings,Kate Dickie,Ralph Ineson,25.14
4257,The Wiz,"Adventure,Family,Fantasy,Music,Musical",1978,1970,118,5.2,Sidney Lumet,Lena Horne,Diana Ross,Theresa Merritt,13.0
4258,The Wizard of Oz,"Adventure,Family,Fantasy,Musical",1939,1920-1960,102,8.1,Victor Fleming,Margaret Hamilton,Terry,Billie Burke,22.2
4259,The Wolf of Wall Street,"Biography,Comedy,Crime",2013,2010,180,8.2,Martin Scorsese,Leonardo DiCaprio, Jonah Hill, Margot Robbie,116.87
